|   Seq |             Name |       ra |      dec | amaj | amin |  PA | FWHM |     Sp |   Sint |    S_N |
|  3011 | G340.2401-0.1581 | 252.1351 | -45.1650 |   26 |   19 |  13 |   22 |   0.60 |   0.79 |  10.87 |
|  3014 | G340.2458-0.0384 | 252.0106 | -45.0835 |   22 |   19 | 139 |   21 |   0.62 |   0.71 |  10.93 |
|  3015 | G340.2474-0.3747 | 252.3773 | -45.2986 |   44 |   34 | -10 |   39 |   4.25 |  17.42 |  69.17 |
|  3016 | G340.2475+0.5197 | 251.4120 | -44.7206 |   29 |   23 |  49 |   26 |   0.87 |   1.59 |  14.68 |
|  3017 | G340.2494-0.0451 | 252.0211 | -45.0852 |   32 |   24 | 102 |   28 |   3.39 |   7.24 |  60.45 |
|  3019 | G340.2528-0.3833 | 252.3917 | -45.3000 |   41 |   26 |  -4 |   33 |   0.90 |   2.64 |  14.03 |
|  3020 | G340.2545-0.2261 | 252.2222 | -45.1978 |   51 |   21 |  -7 |   33 |   0.64 |   1.88 |  11.53 |
|  3022 | G340.2558-0.2104 | 252.2062 | -45.1867 |   31 |   19 |  94 |   24 |   0.51 |   0.83 |   9.74 |
|  3024 | G340.2586-0.0426 | 252.0269 | -45.0764 |   31 |   20 |   0 |   25 |   0.53 |   0.91 |   9.56 |
|  3025 | G340.2591-0.2500 | 252.2522 | -45.2097 |   58 |   24 |  51 |   37 |   0.90 |   3.36 |  15.93 |
|  3027 | G340.2604-0.1925 | 252.1909 | -45.1717 |   44 |   30 | 105 |   37 |   0.75 |   2.72 |  12.16 |
|  3028 | G340.2634-0.3778 | 252.3953 | -45.2884 |   35 |   19 |  11 |   26 |   0.57 |   1.04 |   9.50 |
|  3029 | G340.2664-0.1570 | 252.1579 | -45.1442 |   34 |   29 | -40 |   31 |   0.52 |   1.40 |   9.23 |
|  3030 | G340.2664-0.2123 | 252.2180 | -45.1798 |   42 |   21 |  71 |   29 |   0.68 |   1.58 |  10.98 |
|  3032 | G340.2723-0.0576 | 252.0556 | -45.0757 |   52 |   31 |  63 |   40 |   0.92 |   3.96 |  16.10 |
|  3034 | G340.2740-0.2113 | 252.2238 | -45.1734 |   25 |   24 |  32 |   25 |   6.77 |  11.28 |  97.68 |
|  3036 | G340.2838-0.0723 | 252.0820 | -45.0763 |   32 |   32 |   5 |   32 |   1.10 |   3.01 |  19.51 |
|  3037 | G340.2841-0.4013 | 252.4398 | -45.2876 |   26 |   20 | 145 |   23 |   0.51 |   0.71 |   9.06 |
|  3040 | G340.2975+0.5415 | 251.4344 | -44.6685 |   27 |   23 |  -2 |   25 |   0.54 |   0.92 |   8.35 |
|  3041 | G340.2999-0.2230 | 252.2601 | -45.1610 |   40 |   25 | -22 |   32 |   1.46 |   4.02 |  26.20 |
|  3042 | G340.3009-0.4022 | 252.4561 | -45.2753 |   79 |   23 |  12 |   43 |   0.74 |   3.63 |  11.85 |
|  3044 | G340.3051-0.3762 | 252.4316 | -45.2554 |   57 |   21 |  33 |   34 |   1.05 |   3.37 |  19.42 |
|  3047 | G340.3108-0.4358 | 252.5018 | -45.2892 |   42 |   24 |  18 |   32 |   0.78 |   2.14 |  14.74 |
|  3052 | G340.3185-0.2277 | 252.2822 | -45.1498 |   37 |   26 | 143 |   31 |   1.24 |   3.26 |  21.95 |
|  3053 | G340.3263-0.2169 | 252.2775 | -45.1369 |   53 |   30 | 160 |   40 |   0.69 |   3.03 |  12.01 |
|  3054 | G340.3591+0.1293 | 251.9329 | -44.8888 |   30 |   23 |   2 |   26 |   0.51 |   0.98 |   8.41 |
|  3057 | G340.3736-0.3904 | 252.5094 | -45.2119 |   32 |   25 |  73 |   28 |   1.78 |   3.88 |  32.52 |
|  3063 | G340.3994-0.3960 | 252.5389 | -45.1957 |   48 |   29 |   1 |   38 |   0.56 |   2.15 |   9.78 |
|  3064 | G340.4007-0.3776 | 252.5200 | -45.1829 |   70 |   29 |  75 |   45 |   0.89 |   4.85 |  15.59 |
|  3065 | G340.4196-0.3227 | 252.4774 | -45.1333 |   36 |   26 |  81 |   31 |   0.52 |   1.33 |   9.02 |
|  3066 | G340.4306-0.3714 | 252.5406 | -45.1559 |   24 |   20 |  70 |   22 |   0.97 |   1.27 |  17.05 |
|  3067 | G340.4357-0.0373 | 252.1825 | -44.9376 |   32 |   24 | -17 |   28 |   0.72 |   1.50 |  12.65 |
|  3068 | G340.4500-0.5552 | 252.7588 | -45.2585 |   40 |   23 |  96 |   30 |   0.53 |   1.31 |   9.99 |
|  3070 | G340.4659-0.2996 | 252.4943 | -45.0829 |   31 |   22 |  95 |   26 |   0.65 |   1.22 |  11.27 |
|  3089 | G340.6358-0.6465 | 253.0265 | -45.1734 |   35 |   24 |  66 |   29 |   0.77 |   1.70 |  14.55 |
|  3090 | G340.6559-0.2362 | 252.5974 | -44.8963 |   29 |   24 |  99 |   26 |   0.56 |   1.02 |   9.38 |
|  3091 | G340.6652-0.5696 | 252.9690 | -45.1018 |   28 |   23 |  -3 |   25 |   0.61 |   1.07 |  10.83 |
|  3093 | G340.7224-0.9890 | 253.4810 | -45.3233 |   68 |   21 |  65 |   38 |   0.91 |   3.55 |  12.10 |
|  3096 | G340.7350-0.2284 | 252.6602 | -44.8305 |   27 |   24 | 117 |   25 |   0.57 |   0.99 |  10.13 |
|  3097 | G340.7424-0.6264 | 253.1006 | -45.0783 |   33 |   24 |  67 |   28 |   0.67 |   1.41 |  12.61 |
|  3102 | G340.7718-0.1188 | 252.5748 | -44.7321 |   29 |   27 |  17 |   28 |   0.78 |   1.65 |  13.57 |
|  3106 | G340.7848-0.0968 | 252.5627 | -44.7080 |   25 |   24 |  59 |   24 |   3.82 |   6.01 |  66.29 |
|  3116 | G340.8769-0.3746 | 252.9466 | -44.8144 |   30 |   27 | 113 |   28 |   4.62 |   9.98 |  68.77 |
|  3117 | G340.8828-0.3692 | 252.9461 | -44.8064 |   44 |   21 |  35 |   30 |   1.07 |   2.61 |  17.25 |
|  3122 | G340.9246-0.2293 | 252.8317 | -44.6851 |   30 |   27 |  96 |   29 |   0.74 |   1.64 |  12.98 |
|  3124 | G340.9359-0.2326 | 252.8453 | -44.6785 |   40 |   31 |  41 |   35 |   1.15 |   3.91 |  20.14 |
|  3134 | G340.9946-0.3117 | 252.9837 | -44.6836 |   41 |   25 |  16 |   32 |   0.99 |   2.79 |  17.57 |
|  3137 | G341.0096-0.3595 | 253.0490 | -44.7024 |   39 |   33 |  64 |   36 |   0.75 |   2.65 |  12.15 |
|  3139 | G341.0385-0.1137 | 252.8086 | -44.5237 |   46 |   30 |  42 |   37 |   0.61 |   2.25 |   9.69 |
|  3141 | G341.1215+0.1436 | 252.6056 | -44.2955 |   27 |   20 |  76 |   23 |   0.51 |   0.75 |   8.73 |
|  3142 | G341.1254-0.3648 | 253.1581 | -44.6163 |   42 |   27 | 110 |   34 |   0.55 |   1.70 |   8.71 |
|  3143 | G341.1259-0.3482 | 253.1406 | -44.6053 |   33 |   23 | 106 |   28 |   2.32 |   4.88 |  36.44 |
|  3148 | G341.1806-0.2769 | 253.1120 | -44.5179 |   36 |   19 | 121 |   26 |   0.56 |   1.04 |   9.44 |
|  3149 | G341.1961-0.2212 | 253.0655 | -44.4705 |   41 |   27 | 128 |   33 |   0.92 |   2.75 |  14.70 |
|  3150 | G341.2048-0.2150 | 253.0664 | -44.4599 |   37 |   26 | 125 |   31 |   0.58 |   1.56 |   8.83 |
|  3151 | G341.2128-0.2262 | 253.0857 | -44.4608 |   32 |   19 |  50 |   25 |   0.62 |   1.02 |   8.57 |
|  3152 | G341.2151-0.2360 | 253.0983 | -44.4652 |   36 |   28 |  75 |   32 |   2.34 |   6.52 |  35.84 |
|  3153 | G341.2179-0.2122 | 253.0751 | -44.4479 |   28 |   24 |   9 |   26 |   4.44 |   8.00 |  59.67 |
|  3154 | G341.2213-0.2615 | 253.1315 | -44.4766 |   50 |   27 |  58 |   37 |   1.66 |   6.07 |  23.45 |
|  3156 | G341.2361-0.2710 | 253.1549 | -44.4712 |   36 |   23 |  17 |   29 |   2.32 |   5.24 |  37.16 |
|  3157 | G341.2372+0.3326 | 252.5063 | -44.0856 |   34 |   26 |  18 |   30 |   0.87 |   2.14 |  13.56 |
|  3160 | G341.2656-0.3023 | 253.2150 | -44.4682 |   37 |   24 |  72 |   30 |   2.80 |   6.77 |  42.28 |
|  3161 | G341.2715-0.2941 | 253.2115 | -44.4585 |   33 |   24 |  23 |   28 |   0.83 |   1.78 |  11.88 |
|  3163 | G341.2748+0.0610 | 252.8310 | -44.2302 |   24 |   21 | 136 |   23 |   1.06 |   1.46 |  17.99 |
|  3165 | G341.2809-0.2967 | 253.2225 | -44.4528 |   45 |   25 | 111 |   34 |   1.56 |   4.79 |  25.06 |
|  3166 | G341.2829+0.1650 | 252.7265 | -44.1576 |   32 |   26 |  79 |   29 |   0.60 |   1.34 |   9.83 |
|  3169 | G341.2888-0.2885 | 253.2207 | -44.4416 |   29 |   21 | 133 |   25 |   1.40 |   2.36 |  21.53 |
|  3171 | G341.3119+0.1930 | 252.7223 | -44.1175 |   37 |   28 |  -3 |   32 |   1.05 |   2.89 |  16.78 |
|  3185 | G341.7024+0.0500 | 253.2211 | -43.9071 |   42 |   23 |  71 |   31 |   1.02 |   2.66 |  16.49 |
|  3186 | G341.7206+0.0591 | 253.2273 | -43.8873 |   26 |   21 |  79 |   23 |   0.65 |   0.96 |  11.43 |
|  3187 | G341.7263-0.9687 | 254.3477 | -44.5287 |   35 |   30 |  15 |   33 |   0.78 |   2.25 |  11.10 |
|  3194 | G341.9320-0.1741 | 253.6635 | -43.8706 |   66 |   36 |  63 |   49 |   1.48 |   9.61 |  24.77 |
|  3197 | G341.9430-0.1666 | 253.6649 | -43.8574 |   34 |   30 |  55 |   32 |   3.10 |   8.48 |  49.20 |
|  3200 | G341.9478-0.1766 | 253.6799 | -43.8599 |   53 |   26 | 122 |   37 |   0.64 |   2.40 |   9.70 |
|  3203 | G341.9719+0.2958 | 253.1944 | -43.5428 |   28 |   20 | 127 |   23 |   0.64 |   0.95 |  10.99 |
|  3204 | G341.9733+0.2339 | 253.2617 | -43.5810 |   21 |   19 | 132 |   20 |   0.52 |   0.57 |   9.15 |
|  3205 | G341.9738+0.2261 | 253.2704 | -43.5856 |   31 |   23 |  80 |   27 |   0.89 |   1.71 |  15.70 |
|  3208 | G341.9905-0.1029 | 253.6379 | -43.7804 |   29 |   26 | 113 |   27 |   0.64 |   1.29 |  10.71 |
|  3211 | G342.0494+0.4254 | 253.1241 | -43.4008 |   37 |   23 | 119 |   29 |   0.91 |   2.10 |  15.09 |
|  3212 | G342.0579+0.4211 | 253.1361 | -43.3969 |   27 |   26 |  38 |   27 |   3.34 |   6.44 |  50.05 |
|  3218 | G342.0946+0.4002 | 253.1903 | -43.3818 |   35 |   24 |  16 |   29 |   0.57 |   1.33 |  10.18 |
|  3220 | G342.1032+0.5048 | 253.0866 | -43.3088 |   40 |   30 |   2 |   35 |   0.75 |   2.44 |  11.87 |
|  3221 | G342.1062+0.3969 | 253.2040 | -43.3749 |   43 |   29 | 155 |   35 |   0.78 |   2.64 |  13.06 |
|  3222 | G342.1156+0.5044 | 253.0979 | -43.2994 |   35 |   28 |  12 |   31 |   0.61 |   1.61 |  10.69 |
|  3223 | G342.1304+0.0308 | 253.6161 | -43.5875 |   34 |   29 |  67 |   32 |   0.63 |   1.69 |  11.13 |
|  3226 | G342.1617+0.1554 | 253.5098 | -43.4846 |   36 |   24 | 123 |   30 |   0.90 |   2.13 |  15.25 |
|  3231 | G342.2472+0.3065 | 253.4229 | -43.3229 |   43 |   34 | 106 |   38 |   0.66 |   2.57 |  11.40 |
|  3232 | G342.2717+0.4899 | 253.2493 | -43.1879 |   43 |   29 |  84 |   35 |   0.52 |   1.72 |   9.25 |
|  3239 | G342.3180+0.5874 | 253.1861 | -43.0903 |   34 |   26 | 135 |   30 |   0.52 |   1.23 |   9.39 |
|  3240 | G342.3219+0.2938 | 253.5013 | -43.2730 |   31 |   25 |  55 |   28 |   0.90 |   1.90 |  15.64 |
|  3243 | G342.3267+0.2674 | 253.5336 | -43.2859 |   34 |   23 | 128 |   28 |   0.66 |   1.39 |  10.91 |
|  3245 | G342.3377+0.0256 | 253.8015 | -43.4297 |   39 |   21 | 111 |   29 |   0.62 |   1.38 |  10.32 |
|  3248 | G342.3566+0.1077 | 253.7300 | -43.3633 |   31 |   24 | 113 |   28 |   1.38 |   2.85 |  22.73 |
|  3251 | G342.3691+0.1400 | 253.7062 | -43.3333 |   26 |   24 |  58 |   25 |   1.56 |   2.62 |  25.57 |
|  3252 | G342.3852+0.1226 | 253.7387 | -43.3317 |   32 |   26 | 104 |   28 |   0.73 |   1.60 |  12.50 |
|  3254 | G342.4147+0.4116 | 253.4563 | -43.1267 |   34 |   30 | 108 |   32 |   0.71 |   1.97 |  12.38 |
|  3255 | G342.4321-0.0574 | 253.9720 | -43.4082 |   26 |   20 | 101 |   22 |   0.55 |   0.76 |   9.91 |
|  3257 | G342.4836+0.1831 | 253.7592 | -43.2172 |   26 |   25 | 115 |   25 |   3.32 |   5.83 |  52.90 |
|  3268 | G342.6900+0.1297 | 253.9936 | -43.0900 |   32 |   27 | 102 |   30 |   0.54 |   1.28 |   8.81 |
|  3269 | G342.7002+0.1329 | 253.9990 | -43.0800 |   39 |   22 |  -9 |   29 |   0.83 |   1.93 |  11.72 |
|  3270 | G342.7069+0.1256 | 254.0125 | -43.0794 |   33 |   28 | 136 |   30 |   5.70 |  14.20 |  74.54 |
|  3271 | G342.7075+0.1170 | 254.0222 | -43.0843 |   59 |   19 |  13 |   34 |   0.76 |   2.32 |  10.01 |
|  3272 | G342.7158+0.1283 | 254.0173 | -43.0707 |   34 |   24 |  84 |   29 |   0.71 |   1.59 |  10.97 |
|  3274 | G342.8191-0.0276 | 254.2722 | -43.0876 |   40 |   32 |  69 |   35 |   0.55 |   1.86 |   8.91 |
|  3275 | G342.8217+0.3823 | 253.8378 | -42.8290 |   36 |   23 |  52 |   29 |   0.77 |   1.73 |  12.76 |
|  3278 | G342.9046-0.1196 | 254.4438 | -43.0780 |   24 |   22 |  91 |   23 |   1.07 |   1.52 |  18.18 |
|  3280 | G342.9591-0.3178 | 254.7030 | -43.1584 |   31 |   28 |  70 |   29 |   1.06 |   2.50 |  17.07 |
|  3290 | G343.1185-0.0675 | 254.5698 | -42.8781 |   28 |   19 |  67 |   23 |   1.85 |   2.64 |  19.96 |
|  3291 | G343.1271-0.0632 | 254.5724 | -42.8687 |   29 |   25 | 122 |   27 |  17.67 |  35.23 | 165.22 |
|  3294 | G343.1344-0.4858 | 255.0325 | -43.1245 |   57 |   25 |  59 |   38 |   1.03 |   4.00 |  16.36 |
|  3295 | G343.1345-0.0623 | 254.5778 | -42.8623 |   27 |   19 |  82 |   23 |   1.01 |   1.41 |  11.82 |
|  3302 | G343.1906-0.0818 | 254.6461 | -42.8304 |   48 |   27 |  14 |   36 |   0.66 |   2.32 |  11.45 |
|  3306 | G343.2375-0.0699 | 254.6731 | -42.7863 |   32 |   25 | 139 |   29 |   0.97 |   2.15 |  17.24 |
|  3314 | G343.3521-0.0796 | 254.7802 | -42.7024 |   45 |   28 |  55 |   35 |   0.82 |   2.76 |  14.63 |
|  3315 | G343.3530-0.0676 | 254.7681 | -42.6943 |   44 |   33 | 117 |   38 |   2.07 |   8.31 |  35.82 |
|  3316 | G343.3560-0.4045 | 255.1316 | -42.9000 |   55 |   24 |  60 |   37 |   0.60 |   2.21 |  10.79 |
|  3320 | G343.3970-0.3294 | 255.0855 | -42.8214 |   34 |   34 | -16 |   34 |   0.65 |   1.97 |  11.17 |
|  3331 | G343.4774-0.0243 | 254.8266 | -42.5697 |   34 |   25 | 101 |   29 |   0.77 |   1.77 |  13.07 |
|  3334 | G343.4889-0.0641 | 254.8786 | -42.5854 |   32 |   25 |  63 |   28 |   2.09 |   4.51 |  35.69 |
|  3337 | G343.4950-0.0694 | 254.8894 | -42.5837 |   40 |   25 | 140 |   32 |   0.55 |   1.50 |   9.01 |
|  3338 | G343.5007+0.0255 | 254.7930 | -42.5206 |   35 |   26 |  24 |   30 |   1.77 |   4.34 |  26.58 |
|  3339 | G343.5009-0.0226 | 254.8444 | -42.5502 |   29 |   19 |  12 |   24 |   0.86 |   1.32 |  12.48 |
|  3340 | G343.5014-0.4841 | 255.3393 | -42.8342 |   32 |   22 |  39 |   27 |   0.55 |   1.07 |   8.74 |
|  3341 | G343.5016-0.4741 | 255.3287 | -42.8280 |   29 |   21 |  87 |   24 |   1.60 |   2.59 |  25.66 |
|  3342 | G343.5031-0.0147 | 254.8378 | -42.5436 |   37 |   28 |  41 |   32 |   5.42 |  15.10 |  77.94 |
|  3346 | G343.5117-0.0149 | 254.8454 | -42.5370 |   38 |   22 |  75 |   29 |   0.93 |   2.09 |  14.50 |
|  3347 | G343.5136-0.5235 | 255.3919 | -42.8488 |   33 |   31 |  86 |   32 |   0.57 |   1.58 |   8.74 |
|  3349 | G343.5211-0.5193 | 255.3936 | -42.8403 |   36 |   36 |  17 |   36 |   1.72 |   5.94 |  26.31 |
|  3352 | G343.5283-0.5081 | 255.3877 | -42.8277 |   34 |   24 |  98 |   28 |   1.28 |   2.79 |  20.17 |
|  3355 | G343.6895-0.0181 | 254.9976 | -42.3991 |   25 |   24 |  99 |   24 |   1.84 |   2.97 |  27.29 |
|  3359 | G343.7204-0.2237 | 255.2430 | -42.5015 |   40 |   25 | 108 |   31 |   1.95 |   5.22 |  31.73 |
|  3360 | G343.7231-0.1824 | 255.2010 | -42.4740 |   36 |   32 |  84 |   34 |   0.98 |   2.99 |  15.81 |
|  3363 | G343.7376-0.1130 | 255.1390 | -42.4198 |   29 |   29 | -21 |   29 |   1.74 |   3.96 |  26.77 |
|  3364 | G343.7487-0.1634 | 255.2021 | -42.4420 |   45 |   19 |  88 |   29 |   0.75 |   1.73 |  10.52 |
|  3365 | G343.7545-0.1558 | 255.1987 | -42.4328 |   28 |   22 |  -6 |   25 |   0.61 |   1.03 |   6.60 |
|  3366 | G343.7559-0.1640 | 255.2087 | -42.4368 |   24 |   24 |  94 |   24 |  10.39 |  16.10 | 108.08 |
|  3367 | G343.7635-0.1621 | 255.2130 | -42.4296 |   42 |   19 |  62 |   28 |   0.68 |   1.45 |   9.44 |
|  3368 | G343.7792-0.2348 | 255.3038 | -42.4619 |   44 |   24 |  77 |   32 |   1.37 |   3.86 |  21.05 |
|  3370 | G343.8129+0.2286 | 254.8385 | -42.1497 |   28 |   24 |  34 |   26 |   0.63 |   1.12 |   9.91 |
|  3372 | G343.8410-0.0818 | 255.1919 | -42.3190 |   47 |   24 | -22 |   34 |   0.55 |   1.71 |   8.33 |
|  3373 | G343.8489-0.0991 | 255.2169 | -42.3235 |   40 |   27 |  -5 |   33 |   0.69 |   2.00 |  11.32 |
|  3374 | G343.8618-0.1045 | 255.2334 | -42.3166 |   29 |   29 |  68 |   29 |   0.91 |   2.08 |  14.37 |
|  3377 | G343.8774-0.1050 | 255.2469 | -42.3047 |   48 |   28 |   1 |   37 |   0.53 |   1.91 |   9.32 |
|  3379 | G343.8911-0.6489 | 255.8413 | -42.6267 |   26 |   24 |  24 |   25 |   0.69 |   1.21 |  11.07 |
|  3381 | G343.8985-0.6624 | 255.8620 | -42.6291 |   32 |   21 | 121 |   26 |   0.52 |   0.93 |   8.72 |
|  3382 | G343.9024-0.6715 | 255.8750 | -42.6316 |   45 |   37 | 151 |   41 |   1.04 |   4.69 |  15.48 |
|  3384 | G343.9293+0.1240 | 255.0464 | -42.1227 |   25 |   22 | 142 |   23 |   0.97 |   1.43 |  16.95 |
|  3385 | G343.9386+0.0959 | 255.0840 | -42.1327 |   30 |   23 |  -5 |   26 |   0.51 |   0.96 |   8.78 |
|  3394 | G344.0036-0.5802 | 255.8604 | -42.4957 |   44 |   28 | -19 |   36 |   0.51 |   1.74 |   8.36 |
|  3400 | G344.0357-0.5187 | 255.8209 | -42.4328 |   57 |   26 | 102 |   39 |   0.54 |   2.19 |   8.80 |
|  3403 | G344.0629-0.6501 | 255.9846 | -42.4912 |   52 |   28 | 148 |   38 |   0.69 |   2.74 |  10.75 |
|  3404 | G344.0948-0.6416 | 256.0017 | -42.4607 |   47 |   30 |  96 |   37 |   0.63 |   2.38 |   9.12 |
|  3405 | G344.1018-0.6620 | 256.0294 | -42.4675 |   35 |   28 | 135 |   31 |   2.41 |   6.46 |  35.33 |
|  3409 | G344.1137-0.6388 | 256.0142 | -42.4440 |   51 |   38 |  13 |   44 |   0.59 |   3.11 |   8.41 |
|  3412 | G344.1469-0.6158 | 256.0168 | -42.4037 |   39 |   29 |  21 |   34 |   0.67 |   2.03 |  10.09 |
|  3415 | G344.2127-0.5983 | 256.0521 | -42.3407 |   24 |   19 |  68 |   21 |   0.55 |   0.69 |   6.95 |
|  3416 | G344.2180-0.6214 | 256.0813 | -42.3506 |   76 |   28 |  62 |   46 |   0.94 |   5.49 |  13.04 |
|  3418 | G344.2204-0.5657 | 256.0234 | -42.3148 |   57 |   19 | 105 |   33 |   3.63 |  10.77 |  37.58 |
|  3419 | G344.2206-0.5938 | 256.0538 | -42.3317 |   28 |   24 |  83 |   26 |   4.82 |   8.92 |  56.85 |
|  3420 | G344.2234-0.6727 | 256.1409 | -42.3774 |   45 |   32 |  24 |   38 |   0.62 |   2.41 |   9.34 |
|  3421 | G344.2234-0.5508 | 256.0099 | -42.3033 |   38 |   21 | 125 |   28 |   1.08 |   2.32 |  12.44 |
|  3422 | G344.2254-0.6014 | 256.0659 | -42.3326 |   27 |   20 |  -3 |   23 |   1.05 |   1.53 |  14.29 |
|  3423 | G344.2275-0.5688 | 256.0326 | -42.3110 |   26 |   24 |  93 |   25 |  17.26 |  28.63 | 151.26 |
|  3424 | G344.2286-0.5813 | 256.0470 | -42.3178 |   43 |   19 |  74 |   29 |   2.18 |   4.88 |  21.59 |
|  3425 | G344.2287-0.5599 | 256.0240 | -42.3047 |   29 |   24 |  51 |   27 |   1.62 |   3.08 |  15.81 |
|  3428 | G344.2478-0.6690 | 256.1570 | -42.3558 |   69 |   27 |  72 |   43 |   0.66 |   3.35 |  10.02 |
|  3431 | G344.2903-0.7191 | 256.2458 | -42.3524 |   41 |   26 | -26 |   33 |   0.55 |   1.63 |   8.80 |
|  3434 | G344.4157+0.0356 | 255.5421 | -41.7933 |   34 |   26 | 108 |   30 |   1.27 |   3.10 |  20.60 |
|  3435 | G344.4162+0.0491 | 255.5283 | -41.7847 |   23 |   19 | 114 |   21 |   0.67 |   0.78 |  11.18 |
|  3436 | G344.4221+0.0457 | 255.5367 | -41.7821 |   55 |   27 | -28 |   38 |   4.06 |  16.22 |  58.43 |
|  3438 | G344.4257+0.0353 | 255.5506 | -41.7856 |   28 |   26 | 150 |   27 |   0.57 |   1.14 |   8.75 |
|  3439 | G344.4365+0.0577 | 255.5358 | -41.7633 |   41 |   27 | -36 |   33 |   0.99 |   2.94 |  16.18 |
|  3443 | G344.5777+0.2142 | 255.4859 | -41.5559 |   60 |   34 |  93 |   45 |   0.80 |   4.43 |  14.00 |
|  3444 | G344.5816-0.0235 | 255.7407 | -41.6981 |   25 |   25 |  76 |   25 |   2.21 |   3.77 |  33.12 |
|  3449 | G344.6604+0.3401 | 255.4208 | -41.4134 |   31 |   25 |  89 |   28 |   0.83 |   1.77 |  13.31 |
|  3451 | G344.7267-0.5410 | 256.4105 | -41.8971 |   41 |   30 | 124 |   35 |   0.67 |   2.24 |  10.83 |
|  3456 | G344.8247-0.2649 | 256.1953 | -41.6520 |   27 |   24 | 116 |   25 |   0.58 |   1.02 |   9.91 |
|  3461 | G344.9147-0.2285 | 256.2295 | -41.5583 |   32 |   24 | 100 |   28 |   0.72 |   1.49 |  11.53 |
|  3465 | G344.9728-0.8930 | 256.9872 | -41.9122 |   22 |   21 | 149 |   22 |   0.53 |   0.68 |   9.15 |
|  3469 | G344.9854-0.2659 | 256.3264 | -41.5247 |   40 |   22 |  -3 |   29 |   0.66 |   1.54 |  11.57 |
|  3470 | G344.9921-0.2739 | 256.3403 | -41.5242 |   58 |   34 | 140 |   45 |   1.04 |   5.68 |  17.50 |
|  3472 | G345.0005-0.2317 | 256.3022 | -41.4920 |   32 |   19 |  40 |   25 |   1.54 |   2.51 |  16.64 |
|  3473 | G345.0029-0.2241 | 256.2961 | -41.4855 |   26 |   25 |  58 |   26 |  16.86 |  29.95 | 172.85 |
|  3474 | G345.0102-0.2170 | 256.2945 | -41.4754 |   26 |   19 | 104 |   22 |   0.52 |   0.68 |   6.16 |
|  3475 | G345.0125-0.2251 | 256.3049 | -41.4785 |   43 |   25 | 128 |   33 |   1.07 |   3.07 |  14.10 |
|  3476 | G345.0243-0.2204 | 256.3094 | -41.4662 |   47 |   30 | 166 |   38 |   0.54 |   2.07 |   9.03 |
|  3480 | G345.0490-0.2112 | 256.3195 | -41.4410 |   74 |   31 | -12 |   48 |   0.74 |   4.60 |  12.68 |
|  3482 | G345.0608-0.1982 | 256.3153 | -41.4237 |   44 |   25 |  91 |   33 |   0.52 |   1.53 |   8.65 |
|  3483 | G345.0720-0.1953 | 256.3212 | -41.4130 |   42 |   31 | -15 |   36 |   0.96 |   3.42 |  14.53 |
|  3494 | G345.1310-0.1749 | 256.3471 | -41.3538 |   31 |   24 | 149 |   27 |   1.66 |   3.29 |  24.56 |
|  3496 | G345.1443-0.2165 | 256.4021 | -41.3683 |   31 |   31 |  75 |   31 |   1.08 |   2.82 |  17.12 |
|  3505 | G345.1965-0.7431 | 257.0057 | -41.6433 |   37 |   31 | 101 |   34 |   0.66 |   2.04 |   9.81 |
|  3506 | G345.1977-0.0306 | 256.2480 | -41.2133 |   24 |   20 |  41 |   22 |   0.70 |   0.90 |  11.58 |
|  3510 | G345.2096-0.7410 | 257.0140 | -41.6316 |   31 |   27 |  99 |   29 |   0.86 |   1.96 |  12.89 |
|  3516 | G345.2403+0.3891 | 255.8402 | -40.9245 |   38 |   21 |  41 |   28 |   0.56 |   1.18 |   9.13 |
|  3521 | G345.2574-0.0353 | 256.3010 | -41.1687 |   31 |   28 | 122 |   30 |   1.18 |   2.82 |  18.83 |
|  3524 | G345.2617-0.4178 | 256.7104 | -41.3960 |   33 |   27 |  36 |   30 |   1.26 |   3.06 |  19.80 |
|  3540 | G345.3734-0.9912 | 257.4134 | -41.6494 |   30 |   22 | 158 |   25 |   0.68 |   1.18 |   9.17 |
|  3544 | G345.3884-0.9314 | 257.3611 | -41.6019 |   30 |   19 |  86 |   24 |   1.09 |   1.71 |  15.35 |
|  3546 | G345.3909-0.9155 | 257.3459 | -41.5904 |   24 |   19 |  70 |   21 |   0.81 |   1.00 |  11.50 |
|  3547 | G345.3952-0.9501 | 257.3866 | -41.6076 |   35 |   25 |  12 |   30 |   2.66 |   6.44 |  35.44 |
|  3551 | G345.4047-0.9420 | 257.3855 | -41.5950 |   30 |   26 | -22 |   28 |   4.43 |   9.45 |  51.15 |
|  3552 | G345.4070-0.9520 | 257.3980 | -41.5992 |   48 |   25 |  46 |   34 |   9.43 |  29.94 | 101.91 |
|  3555 | G345.4107-0.9729 | 257.4235 | -41.6086 |   42 |   19 | 128 |   29 |   1.04 |   2.31 |  12.82 |
|  3559 | G345.4198-0.9636 | 257.4207 | -41.5958 |   26 |   25 |  44 |   25 |   2.83 |   4.96 |  38.50 |
|  3560 | G345.4238-0.9409 | 257.3995 | -41.5791 |   28 |   19 |  68 |   23 |   0.55 |   0.80 |   7.70 |
|  3561 | G345.4240-0.9156 | 257.3724 | -41.5638 |   35 |   28 |  33 |   31 |   1.06 |   2.78 |  15.57 |
|  3562 | G345.4253-0.9507 | 257.4112 | -41.5837 |   24 |   19 |  95 |   21 |   1.59 |   1.98 |  21.81 |
